,wheel-base,length,width,curb-weight,num-of-cylinders,engine-size,bore,horsepower,city-mpg,highway-mpg,price,price-range,convertible,hardtop,hatchback,sedan,wagon,4wd,fwd,rwd
0,-1.6809100660380614,-0.43831506892451066,-0.8513345559782994,-0.014820636344078236,-0.3428038246190091,0.07520135170068498,0.5196498132072962,0.22240058567926305,-0.6506244800016466,-0.5409370591313337,0.03622351121532495,<20k,True,False,False,False,False,False,False,True
1,-1.6809100660380614,-0.43831506892451066,-0.8513345559782994,-0.014820636344078236,-0.3428038246190091,0.07520135170068498,0.5196498132072962,0.22240058567926305,-0.6506244800016466,-0.5409370591313337,0.4143504665852117,<20k,True,False,False,False,False,False,False,True
2,-0.7083343208611791,-0.24354426084678196,-0.18513448909205418,0.5167891455630864,1.5449651821870396,0.6047242453637887,-2.427321395335076,1.334146254867159,-0.9619947668595775,-0.6876689739564323,0.4143504665852117,<20k,False,False,True,False,False,False,False,True
3,0.16533541633161217,0.19469005732811231,0.14796554435106846,-0.4227103235528482,-0.3428038246190091,-0.4302523195231867,-0.5248463113393682,-0.010290368336808199,-0.18356904971475024,-0.10074131465603804,0.09347734306001662,<20k,False,False,False,True,False,False,True,False
4,0.09939807767555382,0.19469005732811231,0.2431369824776759,0.5187222720427488,0.6010806787840153,0.2196166863360769,-0.5248463113393682,0.3258187874641836,-1.117679910288543,-1.2745966332568266,0.5338914341730295,<20k,False,False,False,True,False,True,False,False
5,0.16533541633161217,0.25149820968411846,0.1955512634143688,-0.09407882201023733,0.6010806787840153,0.2196166863360769,-0.5248463113393682,0.1965460352330329,-0.9619947668595775,-0.8344008887815308,0.25705971975913566,<20k,False,False,False,True,False,False,True,False
6,1.1543954961725085,1.501277561516221,2.622422935642828,0.5573848016359971,0.6010806787840153,0.2196166863360769,-0.5248463113393682,0.1965460352330329,-0.9619947668595775,-0.8344008887815308,0.5666079095128533,<20k,False,False,False,True,False,False,True,False
7,1.1543954961725085,1.501277561516221,2.622422935642828,0.770028714398863,0.6010806787840153,0.2196166863360769,-0.5248463113393682,0.1965460352330329,-0.9619947668595775,-0.8344008887815308,0.7188653524404949,<20k,False,False,False,False,True,False,True,False
8,1.1543954961725085,1.501277561516221,2.622422935642828,1.025201409714302,0.6010806787840153,0.09927057413991697,-0.7486669094565106,0.972182548619937,-1.2733650537175085,-1.5680604629070236,1.3423658728590602,>=20k,False,False,False,True,False,False,True,False
9,0.39611610162782224,0.2109209580012579,-0.5182345225351769,-0.310588987732428,-0.3428038246190091,-0.4543215419624187,0.6315601122658666,-0.036144918783038334,-0.3392541931437157,-0.24747322948113662,0.40554218476295145,<20k,False,False,False,True,False,False,False,True
10,0.39611610162782224,0.2109209580012579,-0.5182345225351769,-0.310588987732428,-0.3428038246190091,-0.4543215419624187,0.6315601122658666,-0.036144918783038334,-0.3392541931437157,-0.24747322948113662,0.46782932050607756,<20k,False,False,False,True,False,False,False,True
11,0.39611610162782224,0.2109209580012579,-0.5182345225351769,0.2983458533612333,1.5449651821870396,0.8935549146345725,-0.07720511510508345,0.4809460901415644,-0.6506244800016466,-0.39420514430623516,0.9768221772352595,>=20k,False,False,False,True,False,False,False,True
12,0.39611610162782224,0.2109209580012579,-0.5182345225351769,0.4046678097426662,1.5449651821870396,0.8935549146345725,-0.07720511510508345,0.4809460901415644,-0.6506244800016466,-0.39420514430623516,0.9938095778924758,>=20k,False,False,False,True,False,False,False,True
13,0.7752557989001654,1.201005899063054,0.48106557779419107,0.9652744888447671,1.5449651821870396,0.8935549146345725,-0.07720511510508345,0.4809460901415644,-0.8063096234306121,-0.8344008887815308,1.429190365107054,>=20k,False,False,False,True,False,False,False,True
14,0.7752557989001654,1.201005899063054,0.48106557779419107,1.3035716227856902,1.5449651821870396,1.9766699244000119,1.0792013085001513,2.0580736673616027,-1.429050197146474,-1.2745966332568266,2.208723306377087,>=20k,False,False,False,True,False,False,False,True
15,0.7752557989001654,1.5905475152185162,0.9569227684272215,1.5935405947350525,1.5449651821870396,1.9766699244000119,1.0792013085001513,2.0580736673616027,-1.429050197146474,-1.2745966332568266,3.5368863725764728,>=20k,False,False,False,True,False,False,False,True
16,1.8467375520611362,1.8502419259888228,2.3844943403263126,1.8351814046928547,1.5449651821870396,1.9766699244000119,1.0792013085001513,2.0580736673616027,-1.5847353405754394,-1.5680604629070236,2.978818802837555,>=20k,False,False,False,True,False,False,False,True
17,-1.7138787353660894,-2.6862948121549857,-2.6595918803838137,-2.06393470478624,-1.2866883280220334,-1.5855749966063222,-1.569342435886031,-1.4064360924332358,3.397189249151455,3.274092726321229,-1.0137236819980977,<20k,False,False,True,False,False,False,True,False
18,-0.7083343208611791,-1.485208162342313,-1.0892631512948112,-1.3177478836365473,-0.3428038246190091,-0.8875675458685944,-1.1217012396517478,-0.8376359826161727,1.996022958290766,1.8067735780702432,-0.8697711905028729,<20k,False,False,True,False,False,False,True,False
19,-0.7083343208611791,-1.2498601025817215,-1.0892631512948112,-1.2500884568483626,-0.3428038246190091,-0.8875675458685944,-1.1217012396517478,-0.8376359826161727,1.996022958290766,1.8067735780702432,-0.8345380632138318,<20k,False,False,False,True,False,False,True,False
20,-0.8402089981732981,-1.371591857630303,-0.9940917131682072,-1.3138816306772223,-0.3428038246190091,-0.8875675458685944,-1.3455218377688887,-0.889345083508633,1.8403378148618006,1.5133097484200462,-0.9607481584670753,<20k,False,False,True,False,False,False,True,False
21,-0.8402089981732981,-1.371591857630303,-0.9940917131682072,-1.3138816306772223,-0.3428038246190091,-0.8875675458685944,-1.3455218377688887,-0.889345083508633,0.9062269542880079,1.0731140039447504,-0.8594529175110823,<20k,False,False,True,False,False,False,True,False
22,-0.8402089981732981,-1.371591857630303,-0.9940917131682072,-0.8267337578022933,-0.3428038246190091,-0.6950137663547385,-1.1217012396517478,-0.010290368336808199,-0.18356904971475024,-0.10074131465603804,-0.6606374135229223,<20k,False,False,True,False,False,False,True,False
23,-0.8402089981732981,-1.371591857630303,-0.9940917131682072,-1.1379671210279425,-0.3428038246190091,-0.8875675458685944,-1.3455218377688887,-0.889345083508633,0.9062269542880079,1.0731140039447504,-0.8780761419352897,<20k,False,False,True,False,False,False,True,False
24,-0.8402089981732981,-1.371591857630303,-0.9940917131682072,-1.0954383384753692,-0.3428038246190091,-0.8875675458685944,-1.3455218377688887,-0.889345083508633,0.9062269542880079,1.0731140039447504,-0.8198156493109112,<20k,False,False,False,True,False,False,True,False
25,-0.8402089981732981,-1.371591857630303,-0.9940917131682072,-1.0954383384753692,-0.3428038246190091,-0.8875675458685944,-1.3455218377688887,-0.889345083508633,0.9062269542880079,1.0731140039447504,-0.7044271574393018,<20k,False,False,False,True,False,False,True,False
26,-0.8402089981732981,-1.371591857630303,-0.9940917131682072,-0.704946789583561,-0.3428038246190091,-0.6950137663547385,-1.1217012396517478,-0.010290368336808199,-0.18356904971475024,-0.10074131465603804,-0.5850120224489449,<20k,False,False,False,True,False,False,True,False
27,0.7422871295721349,0.03238105059667016,-0.6134059606617842,-0.039951280579689656,-0.3428038246190091,-0.11735242781317091,0.03470518395348691,-0.37225407458403015,-0.18356904971475024,-0.10074131465603804,-0.5393347895706524,<20k,False,False,False,False,True,False,True,False
28,-0.477553635564969,-0.0812352541153398,0.1955512634143688,0.4935916278071374,-0.3428038246190091,0.7010011351207166,1.004594442461104,1.1014553008510877,-0.9619947668595775,-0.9811328036066295,-0.03059359803639214,<20k,False,False,True,False,False,False,True,False
29,-2.0105967593183602,-2.402254050374962,-0.9465059941049035,-1.6289812468621963,-0.3428038246190091,-0.8394291009901305,-1.569342435886031,-1.1478905879709342,3.708559536009386,3.4208246411463272,-0.8466179925700745,<20k,False,False,True,False,False,False,True,False
30,-2.0105967593183602,-2.402254050374962,-0.9465059941049035,-1.42406984001798,-0.3428038246190091,-0.8394291009901305,-1.569342435886031,-0.6825086799387918,0.9062269542880079,1.0731140039447504,-0.7993049359247909,<20k,False,False,True,False,False,False,True,False
31,-0.8402089981732981,-1.9640197322000679,-0.8989202750415998,-1.3892735633840567,-0.3428038246190091,-1.1523289927001463,-1.569342435886031,-1.096181487078474,1.996022958290766,1.6600416632451447,-0.9825171978278042,<20k,False,False,True,False,False,False,True,False
32,-0.8402089981732981,-1.9640197322000679,-0.8989202750415998,-1.1901615359788278,-0.3428038246190091,-0.8394291009901305,-1.569342435886031,-0.6825086799387918,0.7505418108590425,0.4861863446443562,-0.8403263626970315,<20k,False,False,True,False,False,False,True,False
33,-0.8402089981732981,-1.9640197322000679,-0.8989202750415998,-1.159231512304229,-0.3428038246190091,-0.8394291009901305,-1.569342435886031,-0.6825086799387918,0.7505418108590425,0.4861863446443562,-0.764826804220515,<20k,False,False,True,False,False,False,True,False
